Unnamed: 0,acc. date,type,operator,fat.,location,dmg,country,state,city,LAT,LNG
6118,29 Feb 1996,Boeing 737-222,Faucett PerÃº,123,"6,3 km W of Arequipa-Rodriguez Ballon Airport (AQP)",dst,PE,AR,Arequipa,-16.39151,-71.51814
6159,3 May 1996,Antonov An-24RV,Federal Airlines,53,near Haj Yousif,w/o,US,,,38.89037,-77.03196
6165,11 May 1996,McDonnell Douglas DC-9-32,ValuJet Airlines,110,"Everglades, FL",dst,US,FL,Everglades City,25.85694,-81.38485
6212,17 Jul 1996,Boeing 747-131,Trans World Airlines - TWA,230,"13 km S off East Moriches, NY",dst,US,NY,East Moriches,40.81359,-72.7476
6246,29 Aug 1996,Tupolev Tu-154M,Vnukovo Airlines,141,"14,3 km from Svalbard-Longyearbyen Airport (LYR)",dst,US,,,38.89037,-77.03196
6260,2 Oct 1996,Boeing 757-23A,AeroPeru,70,"89 km NW off Lima, Peru",dst,PE,LM,Lima,-12.05613,-77.02679
6278,31 Oct 1996,Fokker 100,TAM Transportes AÃ©reos Regionais,99,"1,5 km S of SÃ£o Paulo-Congonhas Airport, SP (CGH)",dst,BR,SP,Sao Paulo,-23.62762,-46.66304
6283,7 Nov 1996,Boeing 727-231,ADC Airlines,144,"7,5 km W of Ejirin",dst,US,,,38.89037,-77.03196
6284,12 Nov 1996,Ilyushin Il-76TD,Kazakhstan Airlines,339,5 km from Charkhi Dadri,dst,IN,HR,Dadri,28.62905,76.21785
6285,12 Nov 1996,Boeing 747-168B,Saudi Arabian Airlines,339,5 km from Charki Dadri,dst,IN,HR,Dadri,28.62905,76.21785
6296,23 Nov 1996,Boeing 767-260ER,Ethiopian Airlines,125,"0,5 km N off Mitsamiouli, Grande Comore",dst,KM,,Grande Comore,-11.38899,43.29122
6383,13 Mar 1997,Lockheed C-130 Hercules,Islamic Republic of Iran Air Force - IRIAF,86,24 km from Mashhad,dst,IL,,Mash'had,32.74093,35.32228
6386,18 Mar 1997,Antonov An-24RV,Stavropolskaya Aktsionernaya Avia,50,1 km E of Cherkessk,dst,RU,,Cherkessk,44.22938,42.04727
6466,6 Aug 1997,Boeing 747-3B5,Korean Air,228,"4,8 km SW of Guam-Agana International Airport (GUM)",dst,TH,,Muthi 3,18.77182,98.96902
6484,3 Sep 1997,Tupolev Tu-134B-3,Vietnam Airlines,65,Phnom Penh-Pochentong Airport (PNH),dst,KH,,Phnom Penh,11.55406,104.84126
6498,26 Sep 1997,Airbus A300B4-220,Garuda Indonesia Airways,234,25 km SSW of Medan-Polonia Airport (MES),dst,US,,,38.89037,-77.03196
6505,10 Oct 1997,McDonnell Douglas DC-9-32,Austral Lineas AÃ©reas,74,21 km E of Nuevo Berlin,dst,UY,,Río Negro,-32.97931,-58.05197
6534,6 Dec 1997,Antonov An-124-100,Russian Air Force,68,"1,6 km SE of Irkutsk-2 Airport",dst,US,,,38.89037,-77.03196
6543,15 Dec 1997,Tupolev Tu-154B-1,Tajikistan Airlines,85,13 km E of Sharjah Airport (SHJ),dst,US,,,38.89037,-77.03196
6546,17 Dec 1997,Yakovlev Yak-42,AeroSvit Airlines,70,72 km SW of Thessaloniki,dst,GR,,Moschato,37.95749,23.68794
6548,19 Dec 1997,Boeing 737-36N,Silkair,104,56 km N of Palembang,dst,NL,NH,Amsterdam,52.36044,4.93602
6577,13 Jan 1998,Antonov An-32,Islamic Emirate of Afghanistan Air Force - IEAAF,51,Khojak Pass,w/o,US,,,38.89037,-77.03196
6591,2 Feb 1998,McDonnell Douglas DC-9-32,Cebu Pacific Air,104,45 km NE of Cagayan de Oro-Lumbia Airport (CGY),dst,PH,PH-10,Cagayan de Oro City,8.40806,124.61169
6602,16 Feb 1998,Airbus A300B4-622R,China Airlines,203,Taipei-Chiang Kai Shek International Airport (TPE),dst,EG,,Cairo,30.11203,31.39627
6630,20 Apr 1998,Boeing 727-230,TAME Ecuador,53,10 km SW of BogotÃ¡-Eldorado Airport (BOG),dst,CO,,"Bogota, D.C.",4.69712,-74.13977
6635,5 May 1998,Boeing 737-282 Advanced,Occidental Petroleum,75,3 km from Andoas,w/o,US,,,38.89037,-77.03196
6713,29 Aug 1998,Tupolev Tu-154M,Cubana de AviaciÃ³n,80,Quito-Mariscal Sucre Airport (UIO),dst,EC,P,Quito,-0.20963,-78.51367
6717,2 Sep 1998,McDonnell Douglas MD-11,Swissair,229,"9 km SW off Peggy's Cove, NS",dst,CA,NS,Queens,44.2934,-64.85064
6743,29 Sep 1998,Antonov An-24RV,LionAir,55,off Mannar,dst,LK,,Mannar,8.98508,79.90976
6780,11 Dec 1998,Airbus A310-204,Thai Airways International,101,"0,7 km S of Surat Thani Airport (URT)",dst,TH,,Ko Samui,9.54728,100.06528
6836,24 Feb 1999,Tupolev Tu-154M,China Southwest Airlines,61,Rui'an,dst,SE,,,59.33257,18.06682
6892,3 Jun 1999,Antonov An-32,Al Quwwat al-Jawwiya As-Sudaniya (Sudanese Air Force),50,80 km E of Khartoum,w/o,AU,QLD,Brisbane,-27.41578,153.02778
6945,31 Aug 1999,Boeing 737-204C,LAPA - LÃ­neas AÃ©reas Privadas Argentinas,66,"Buenos Aires-Jorge Newbery Airport, BA (AEP)",dst,AR,CF,Buenos Aires City,-34.55541,-58.41574
6988,31 Oct 1999,Boeing 767-366ER,EgyptAir,217,"100 km S off Nantucket Island, MA, USA",dst,US,MA,Nantucket,41.2642,-70.056
7047,30 Jan 2000,Airbus A310-304,Kenya Airways,169,"2,8 km S off Abidjan-Felix Houphouet Boigny Airport (ABJ)",dst,CI,,Abidjan,5.32755,-4.01959
7049,31 Jan 2000,McDonnell Douglas DC-9-83 (MD-83),Alaska Airlines,88,"4,5 km N off Anacapa Island, CA",dst,US,CA,Camarillo,34.16391,-119.03621
7101,19 Apr 2000,Boeing 737-2H4,Air Philippines,131,8 km NE of Davao City-Francisco Bangoy International Airport (DVO),dst,PH,PH-11,Davao City,7.13079,125.64506
7155,17 Jul 2000,Boeing 737-2A8 Advanced,Alliance Air,60,2 km SW of Patna Airport (PAT),w/o,IN,BR,Patna,25.60401,85.0932
7160,25 Jul 2000,AÃ©rospatiale / BAC Concorde 101,Air France,113,Gonesse,dst,FR,IDF,Gonesse,48.98653,2.45028
7181,23 Aug 2000,Airbus A320-212,Gulf Air,143,2 km N off Bahrain International Airport (BAH),dst,BH,,Muharraq,26.26412,50.63113
7222,25 Oct 2000,Ilyushin Il-18D,Russian Air Force,84,18 km E of Batumi-Chorokh Airport (BUS),dst,US,,,38.89037,-77.03196
7225,31 Oct 2000,Boeing 747-412,Singapore Airlines,83,Taipei-Chiang Kai Shek Airport (TPE),dst,TW,,Taipei City,25.0367,121.51715
7236,15 Nov 2000,Antonov An-24RV,ASA Pesada,57,5 km E of Luanda-4 de Fevereiro Airport (LAD),dst,AO,,Luanda,-8.80722,13.23846
7357,4 Jul 2001,Tupolev Tu-154M,Vladivostokavia,145,near Burdakovka,dst,RU,,Irkutskiy rayon,52.09656,104.57892
7396,11 Sep 2001,Boeing 757-223,American Airlines,189,"Washington, DC",dst,US,DC,Washington,38.89037,-77.03196
7398,11 Sep 2001,Boeing 767-222,United Airlines,965,"New York, NY",dst,US,NY,New York,40.71453,-74.00712
7399,11 Sep 2001,Boeing 767-223ER,American Airlines,1692,"New York, NY",dst,US,NY,New York,40.71453,-74.00712
7415,4 Oct 2001,Tupolev Tu-154M,Sibir Airlines,78,"184 km off Adler, Russia [Black Sea]",dst,RU,,Sochi,43.46632,39.8974
7417,8 Oct 2001,Cessna 525A CitationJet CJ2,H. Enschmann,114,Milano-Linate Airport (LIN),w/o,IT,,Milan,45.48596,9.20652
7418,8 Oct 2001,McDonnell Douglas DC-9-87 (MD-87),Scandinavian Airlines System - SAS,119,Milano-Linate Airport (LIN),dst,IT,,Milan,45.48596,9.20652
7444,12 Nov 2001,Airbus A300B4-605R,American Airlines,265,"Belle Harbor, NY",dst,US,NY,Belle Terre,40.95129,-73.06236
7500,28 Jan 2002,Boeing 727-134,TAME Ecuador,94,27 km NW of Ipiales,dst,CO,,Cuaspud,0.82734,-77.66442
7511,12 Feb 2002,Tupolev Tu-154M,Iran Airtour,119,near Sarab-e Do Rah,dst,IR,,Iran,33.57591,47.98283
7552,15 Apr 2002,Boeing 767-2J6ER,Air China,129,"4,6 km N of Pusan-Kimhae Airport (PUS)",dst,US,,,38.89037,-77.03196
7564,4 May 2002,BAC One-Eleven 525FT,EAS Airlines,103,3 km SW of Kano-Aminu Kano International Airport (KAN),dst,US,,,38.89037,-77.03196
7565,7 May 2002,McDonnell Douglas DC-9-82 (MD-82),China Northern Airlines,112,20 km E off Dalian,dst,US,,,38.89037,-77.03196
7579,25 May 2002,Boeing 747-209B,China Airlines,225,"45 km NE off Penghu islands, Taiwan [Taiwan Strait]",dst,US,,,38.89037,-77.03196
7600,1 Jul 2002,Boeing 757-23APF,DHL Aviation,71,Ãberlingen,dst,CH,TG,Berlingen,47.6731,9.02
7601,1 Jul 2002,Tupolev Tu-154M,Bashkirskie Avialinii,71,Ãberlingen,dst,CH,TG,Berlingen,47.6731,9.02
7713,8 Jan 2003,Avro RJ100,THY Turkish Airlines,75,"0,9 km S of Diyarbakir Airport (DIY)",dst,TR,,Bağlar,37.8999,40.1805
7743,19 Feb 2003,Ilyushin Il-76MD,Iranian Revolutionary Guard Corps Air Force - IRGCAF,275,35 km SE from Kerman,dst,US,,,38.89037,-77.03196
7751,6 Mar 2003,Boeing 737-2T4,Air AlgÃ©rie,102,Tamanrasset Airport (TMR),dst,DZ,11,Tamanrasset,22.81501,5.44831
7812,26 May 2003,Yakovlev Yak-42D,Ukrainian-Mediterranean Airlines,75,"3,5 km E of MaÃ§ka",dst,US,,,38.89037,-77.03196
7838,8 Jul 2003,Boeing 737-2J8C,Sudan Airways,116,5 km E of Port Sudan,dst,SD,,Port Sudan,19.6167,37.21791
7926,25 Dec 2003,Boeing 727-223,Union des Transports Africains de GuinÃ©e,141,Cotonou Airport (COO),dst,BJ,,Cotonou,6.35213,2.3861
7931,3 Jan 2004,Boeing 737-3Q8,Flash Airlines,148,15 km S off Sharm el Sheikh,dst,EG,,Sharm El Sheikh,27.86951,34.30419
8114,21 Nov 2004,Canadair CL-600-2B19 Regional Jet CRJ-200LR,China Yunnan Airlines,55,near Baotou Airport (BAV),dst,US,,,38.89037,-77.03196
8164,3 Feb 2005,Boeing 737-242 Advanced,Kam Air,105,32 km ESE of Kabul Airport (KBL),dst,US,,,38.89037,-77.03196
8256,16 Jul 2005,Antonov An-24B,Equatorial Express Airlines,60,near Baney,w/o,GQ,,Baney,3.70173,8.90812
8272,14 Aug 2005,Boeing 737-31S,Helios Airways,121,2 km from Grammatikos,dst,IT,,Rome,41.80828,12.44143
8274,16 Aug 2005,McDonnell Douglas DC-9-82 (MD-82),West Caribbean Airways,160,near Machiques,dst,VE,ZU,Machiques de Perijá,10.05963,-72.5557
8287,5 Sep 2005,Boeing 737-230,Mandala Airlines,149,Medan-Polonia Airport (MES),dst,ID,,Medan,3.56422,98.6712
8315,22 Oct 2005,Boeing 737-2L9,Bellview Airlines,117,"Lisa Village, Ogun State",dst,ZA,,Mantsopa,-28.92595,27.04889
8349,6 Dec 2005,Lockheed C-130E Hercules,Islamic Republic of Iran Air Force - IRIAF,106,Tehran,dst,IR,,Tehran,35.68877,51.41503
8353,10 Dec 2005,McDonnell Douglas DC-9-32,Sosoliso Airlines,108,Port Harcourt Airport (PHC),dst,NG,RI,Port Harcourt,4.81394,7.04369
8430,3 May 2006,Airbus A320-211,Armavia,113,6 km SW off Adler/Sochi Airport (AER),dst,RU,,Sochi,43.44754,39.93281
8480,9 Jul 2006,Airbus A310-324,S7 Airlines,125,Irkutsk Airport (IKT),dst,RU,,Irkutsk,52.27333,104.35443
8510,22 Aug 2006,Tupolev Tu-154M,Pulkovo Aviation Enterprise,170,45 km NW of Donetsk,dst,UA,,Donetsk,48.00203,37.81449
8527,29 Sep 2006,Embraer EMB-135BJ Legacy 600,ExcelAire,154,"Novo Progresso-Cachimbo Air Base, PA (SBCC)",min,BR,PA,Novo Progresso,-7.04272,-55.41843
8528,29 Sep 2006,Boeing 737-8EH,Gol Transportes AÃ©reos,154,"30 km from Peixoto Azevedo, MT",dst,BR,MT,Sorriso,-12.54151,-55.73318
8542,29 Oct 2006,Boeing 737-2B7,ADC Airlines,96,Abuja International Airport (ABV),dst,AE,,Dubai,25.25897,55.3708
8592,1 Jan 2007,Boeing 737-4Q8,AdamAir,102,85 km W off Pambauang,dst,US,,,38.89037,-77.03196
8662,5 May 2007,Boeing 737-8AL,Kenya Airways,114,"5,5 km SE of Douala Airport (DLA)",dst,US,,,38.89037,-77.03196
8706,17 Jul 2007,Airbus A320-233,TAM Linhas AÃ©reas,199,"SÃ£o Paulo-Congonhas Airport, SP (CGH)",dst,BR,SP,Sao Paulo,-23.62834,-46.66374
8753,16 Sep 2007,McDonnell Douglas DC-9-82 (MD-82),One-Two-Go Airlines,90,Phuket International Airport (HKT),dst,TH,,Thalang,8.10529,98.30629
8795,30 Nov 2007,McDonnell Douglas DC-9-83 (MD-83),Atlasjet Airlines,57,12 km WNW of Isparta Airport (ISE),dst,US,,,38.89037,-77.03196
8969,20 Aug 2008,McDonnell Douglas DC-9-82 (MD-82),Spanair,154,Madrid-Barajas Airport (MAD),dst,ES,MD,Madrid,40.45118,-3.59465
8974,24 Aug 2008,Boeing 737-219,Itek Air,65,"7,8 km WNW of Bishkek-Manas International Airport (FRU)",dst,IN,TN,Chennai,12.98039,80.15962
8989,14 Sep 2008,Boeing 737-505,Aeroflot-Nord,88,"11,5 km NE of Perm Airport (PEE)",dst,US,,,38.89037,-77.03196
9068,12 Feb 2009,de Havilland Canada DHC-8-402Q Dash 8,Colgan Air,50,"10 km NE of Buffalo Niagara International Airport, NY (BUF)",dst,US,NY,Buffalo,42.93101,-78.7377
9118,20 May 2009,Lockheed L-100-30 Hercules,Tentara Nasional Indonesia-AU (Air Force),99,near Madiun-Iswahyudi Airport,dst,ID,,Madiun,-7.63482,111.52921
9123,1 Jun 2009,Airbus A330-203,Air France,228,c 160km NNW off SÃ£o Pedro and SÃ£o Paulo Archipelago,dst,BR,SP,Osasco,-23.53881,-46.81354
9143,30 Jun 2009,Airbus A310-324,Yemenia Airways,152,6 km NW off Mitsamiouli,dst,KM,,Grande Comore,-11.38819,43.29249
9148,15 Jul 2009,Tupolev Tu-154M,Caspian Airlines,168,12 km S of Qazvin,dst,IR,,Iran,36.27321,50.00613
9260,25 Jan 2010,Boeing 737-8AS (WL),Ethiopian Airlines,90,11 km SW off Beirut International Airport (BEY),dst,US,AZ,Nogales,31.41793,-110.85186
9298,10 Apr 2010,Tupolev Tu-154M,Polish Air Force,96,ca 1 km E of Smolensk Air Base,dst,US,,,38.89037,-77.03196
9315,12 May 2010,Airbus A330-202,Afriqiyah Airways,103,"ca 0,9 km W of Tripoli International Airport (TIP)",dst,US,CA,Oakland,37.71259,-122.21312
9322,22 May 2010,Boeing 737-8HG (WL),Air India Express,158,Mangalore-Bajpe Airport (IXE),dst,IN,KA,Mangaluru,12.95109,74.87219
9358,28 Jul 2010,Airbus A321-231,Airblue,152,15 km NNW of Islamabad-Benazir Bhutto International Airport (ISB),dst,US,,,38.89037,-77.03196
9402,4 Nov 2010,ATR 72-212,Aerocaribbean,68,"near Guasimal, Sancti Spiritus Province",dst,CU,,Sancti Spiritus,21.74174,-79.46448
9439,9 Jan 2011,Boeing 727-286,Iran Air,78,8 km from Urmia (Orumiyeh) Airport (OMH),dst,US,,,38.89037,-77.03196
9528,8 Jul 2011,Boeing 727-22 (WL),Hewa Bora Airways,77,Kisangani-Bangoka International Airport (FKI),dst,US,,,38.89037,-77.03196
9541,26 Jul 2011,Lockheed C-130H Hercules,Royal Moroccan Air Force,80,10 km E of Goulimime Airport (GLN),dst,US,,,38.89037,-77.03196
9673,20 Apr 2012,Boeing 737-236A,Bhoja Airlines,127,"4,2 km SE of Islamabad-Benazir Bhutto International Airport (ISB)",dst,US,,,38.89037,-77.03196
9702,3 Jun 2012,McDonnell Douglas DC-9-83 (MD-83),Dana Air,159,"9,3 km N of Lagos-Murtala Muhammed International Airport (LOS)",dst,NG,LA,Lagos,6.57793,3.32147
9983,17 Nov 2013,Boeing 737-53A,Tatarstan Airlines,50,Kazan International Airport (KZN),dst,RU,,Laishevskiy rayon,55.61023,49.29419
10041,11 Feb 2014,Lockheed C-130H-30 Hercules,Al Quwwat al-Jawwiya al-Jaza'eriya,76,near AÃ¯n Kercha,dst,US,,,38.89037,-77.03196
10066,8 Mar 2014,Boeing 777-2H6ER,Malaysia Airlines,239,within Indian Ocean,dst,US,,,38.89037,-77.03196
10143,17 Jul 2014,Boeing 777-2H6ER,Malaysia Airlines,298,Hrabove,dst,SK,ZI,Bytča,49.20986,18.56103
10150,24 Jul 2014,McDonnell Douglas DC-9-83 (MD-83),Air AlgÃ©rie,116,80 km NW of Gossi,dst,US,,,38.89037,-77.03196
10241,28 Dec 2014,Airbus A320-216,Indonesia AirAsia,162,Karimata Strait,dst,NL,ZH,Maasvlakte,51.93986,4.0139
10293,24 Mar 2015,Airbus A320-211,Germanwings,150,Prads-Haute-BlÃ©one,dst,FR,PAC,Prads-Haute-Bléone,44.21982,6.44218
10354,30 Jun 2015,Lockheed C-130B Hercules,Tentara Nasional Indonesia-AU (Air Force),139,"4,7 km SW of Medan-Soewondo Air Force Base (MES)",dst,US,,,38.89037,-77.03196
10382,16 Aug 2015,ATR 42-300,Trigana Air Service,54,"16,7 km NW of Oksibil Airport (OKL)",dst,US,,,38.89037,-77.03196
10432,31 Oct 2015,Airbus A321-231,Metrojet,224,"ca 50 km SE of Hasna, North Sinai",dst,EG,,,31.12794,33.80426
10514,19 Mar 2016,Boeing 737-8KN (WL),flydubai,62,Rostov Airport (ROV),dst,RU,,Rostov-on-Don,47.25536,39.80295
10550,19 May 2016,Airbus A320-232,EgyptAir,66,ca 200 km N of Egyptian coast,dst,US,,,38.89037,-77.03196
10649,28 Nov 2016,Avro RJ85,LaMia,71,18 km S of Rionegro/MedellÃ­n-JosÃ© MarÃ­a CÃ³rdova Airport (MDE),dst,US,,,38.89037,-77.03196
10673,25 Dec 2016,Tupolev Tu-154B-2,Russian Air Force,92,"1,6 km SW off Adler",dst,US,,,38.89037,-77.03196
10761,7 Jun 2017,Shaanxi Y-8F-200W,Tatmadaw Lei (Myanmar Air Force),122,off Dawei,dst,MM,,Dawei,14.07373,98.20361
10899,11 Feb 2018,Antonov An-148-100B,Saratov Airlines,71,"near Stepanovskoye, Ramenskoye district",dst,RU,,Ramenskoe,55.29598,38.4204
10901,18 Feb 2018,ATR 72-212,Iran Aseman Airlines,66,15 km NE of Yasuj Airport (YES),dst,US,,,38.89037,-77.03196
10911,12 Mar 2018,de Havilland Canada DHC-8-402Q Dash 8,US-Bangla Airlines,51,Kathmandu-Tribhuvan Airport (KTM),dst,NP,BA,Kathmandu,27.68018,85.29802
10940,11 Apr 2018,Ilyushin Il-76TD,Al Quwwat al-Jawwiya al-Jaza'eriya,257,near Boufarik Air Base,dst,US,AR,Jacksonville,34.87668,-92.11439
10976,18 May 2018,Boeing 737-201 Advanced,Cubana de AviaciÃ³n,112,1 km E of Havana-JosÃ© MartÃ­ International Airport (HAV),dst,US,,,38.89037,-77.03196
11079,29 Oct 2018,Boeing 737 MAX 8,Lion Air,189,15 km N off Tanjung Bungin,dst,US,,,38.89037,-77.03196
11155,10 Mar 2019,Boeing 737 MAX 8,Ethiopian Airlines,157,50 km ESE of Addis Ababa-Bole Airport (ADD),dst,ET,,Wereda 17,9.00403,38.79012
11367,8 Jan 2020,Boeing 737-8KV (WL),Ukraine International Airlines,176,near Sabashahr,dst,IN,PB,Fazilka Sub-District,30.42323,74.00206
11453,22 May 2020,Airbus A320-214,Pakistan International Airlines - PIA,98,"1,4 km E of Karachi-Jinnah International Airport (KHI)",dst,US,,,38.89037,-77.03196
11566,9 Jan 2021,Boeing 737-524 (WL),Sriwijaya Air,62,19 km NE of Jakarta-Soekarno-Hatta International Airport (CGK),dst,ID,,Pekanbaru,0.46962,101.41832
11649,4 Jul 2021,Lockheed C-130H Hercules,Hukbong Himpapawid ng Pilipinas (Philippine Air Force),53,"Patikul, Sulu",dst,PH,BARMM,Patikul,6.02808,121.06508
11793,21 Mar 2022,Boeing 737-89P (WL),China Eastern Airlines,132,"20 km SW of Wuzhou, Tengxian County",dst,US,,,38.89037,-77.03196
